Date	STH SaaS Index	S&P 500	Nasdaq NDXT
2024-05-29	-15.21%	19.13%	25.72%
2024-05-30	-15.77%	19.15%	25.51%
2024-05-31	-15.92%	18.41%	24.27%
2024-06-03	-21.91%	17.82%	22.43%
2024-06-04	-22.52%	18.62%	21.61%
2024-06-05	-23.42%	18.73%	21.60%
2024-06-06	-23.11%	18.88%	21.16%
2024-06-07	-21.33%	20.07%	24.10%
2024-06-10	-20.73%	20.05%	23.81%
2024-06-11	-20.95%	19.94%	23.76%
2024-06-12	-20.55%	20.19%	24.90%
2024-06-13	-20.19%	20.46%	25.45%
2024-06-14	-19.21%	21.31%	27.47%
2024-06-17	-21.30%	21.55%	27.12%
2024-06-18	-19.52%	21.51%	27.37%
2024-06-20	-20.04%	22.28%	28.65%
2024-06-21	-20.72%	22.53%	28.95%
2024-06-24	-20.36%	22.28%	27.57%
2024-06-25	-18.59%	22.12%	27.66%
2024-06-26	-19.17%	21.81%	26.16%
2024-06-27	-18.53%	22.21%	27.18%
2024-06-28	-18.16%	22.36%	27.25%
2024-07-01	-15.55%	22.45%	27.74%
2024-07-02	-14.69%	22.05%	28.12%
2024-07-03	-14.14%	22.31%	28.51%
2024-07-05	-14.03%	22.93%	29.54%
2024-07-08	-13.67%	23.44%	30.27%
2024-07-09	-12.67%	23.99%	31.44%
2024-07-10	-13.87%	24.09%	31.67%
2024-07-11	-16.08%	24.16%	31.00%
2024-07-12	-17.70%	25.18%	32.09%
2024-07-15	-17.03%	24.31%	30.10%
2024-07-16	-15.93%	24.86%	31.41%
2024-07-17	-15.01%	25.14%	31.62%
2024-07-18	-13.86%	25.78%	32.10%
2024-07-19	-15.47%	24.39%	27.96%
2024-07-22	-17.33%	23.61%	27.06%
2024-07-23	-17.63%	22.89%	25.58%
2024-07-24	-17.25%	23.97%	27.55%
2024-07-25	-16.62%	23.81%	26.71%
2024-07-26	-20.19%	21.50%	22.49%
2024-07-29	-17.01%	20.99%	21.72%
2024-07-30	-16.66%	22.09%	22.97%
2024-07-31	-17.34%	22.18%	22.89%
2024-08-01	-18.35%	21.68%	20.81%
2024-08-02	-17.27%	23.26%	24.30%
2024-08-05	-19.74%	21.89%	20.19%
2024-08-06	-22.67%	20.05%	15.74%
2024-08-07	-25.18%	17.05%	13.70%
2024-08-08	-24.19%	18.09%	14.86%
2024-08-09	-24.29%	17.32%	14.21%
2024-08-12	-21.46%	19.62%	18.56%
2024-08-13	-20.90%	20.09%	18.76%
2024-08-14	-21.31%	20.09%	18.69%
2024-08-15	-18.98%	21.78%	21.52%
2024-08-16	-18.78%	22.16%	21.65%
2024-08-19	-16.69%	23.77%	24.91%
2024-08-20	-16.36%	23.97%	24.99%
2024-08-21	-14.99%	24.94%	26.31%
2024-08-22	-15.45%	24.75%	25.72%
2024-08-23	-14.51%	25.17%	26.83%
2024-08-26	-16.24%	24.28%	24.53%
2024-08-27	-15.30%	25.42%	25.92%
2024-08-28	-15.20%	25.11%	24.01%
2024-08-29	-15.03%	25.27%	24.43%
2024-08-30	-16.64%	24.67%	22.87%
2024-09-03	-15.08%	24.67%	23.83%
2024-09-04	-14.28%	25.68%	25.94%
2024-09-05	-16.48%	23.56%	21.50%
2024-09-06	-17.07%	23.40%	20.66%
2024-09-09	-17.27%	23.10%	20.23%
2024-09-10	-18.99%	21.37%	17.64%
2024-09-11	-17.73%	22.53%	18.95%
2024-09-12	-17.67%	22.98%	19.52%
2024-09-13	-16.28%	24.05%	22.16%
2024-09-16	-15.86%	24.79%	22.03%
2024-09-17	-16.07%	25.34%	22.77%
2024-09-18	-15.80%	25.46%	22.50%
2024-09-19	-16.18%	25.49%	22.33%
2024-09-20	-16.36%	25.20%	21.60%
2024-09-23	-13.59%	26.90%	24.57%
2024-09-24	-13.35%	26.70%	23.91%
2024-09-25	-13.47%	26.98%	24.24%
2024-09-26	-13.42%	27.23%	24.89%
2024-09-27	-14.45%	27.05%	24.90%
2024-09-30	-14.20%	27.45%	26.91%
2024-10-01	-14.38%	27.33%	26.43%
2024-10-02	-14.18%	27.75%	25.99%
2024-10-03	-16.46%	26.82%	23.97%
2024-10-04	-16.02%	26.83%	25.02%
2024-10-07	-15.99%	26.66%	24.98%
2024-10-08	-13.72%	27.56%	26.44%
2024-10-09	-15.62%	26.60%	25.73%
2024-10-10	-14.45%	27.57%	26.71%
2024-10-11	-12.65%	28.28%	28.14%
2024-10-14	-11.02%	28.07%	28.59%
2024-10-15	-10.70%	28.68%	29.44%
2024-10-16	-10.32%	29.45%	30.56%
2024-10-17	-10.94%	28.69%	27.38%
2024-10-18	-11.90%	29.16%	26.92%
2024-10-21	-11.89%	29.14%	26.89%
2024-10-22	-11.44%	29.54%	27.16%
2024-10-23	-11.58%	29.36%	26.94%
2024-10-24	-12.26%	29.31%	26.64%
2024-10-25	-13.65%	28.39%	25.02%
2024-10-28	-12.27%	28.60%	25.71%
2024-10-29	-11.66%	28.57%	26.56%
2024-10-30	-11.62%	28.84%	26.89%
2024-10-31	-10.16%	29.00%	29.00%
2024-11-01	-10.96%	28.67%	26.42%
2024-11-04	-11.27%	26.81%	23.42%
2024-11-05	-9.94%	27.22%	24.67%
2024-11-06	-9.51%	26.94%	24.41%
2024-11-07	-7.36%	28.16%	25.75%
2024-11-08	-3.28%	30.69%	28.80%
2024-11-11	-1.56%	31.44%	31.11%
2024-11-12	-0.83%	31.81%	30.34%
2024-11-13	0.54%	31.91%	29.94%
2024-11-14	1.75%	31.62%	29.56%
2024-11-15	1.90%	31.64%	29.22%
2024-11-18	0.57%	31.04%	28.54%
2024-11-19	-1.94%	29.72%	25.33%
2024-11-20	-2.64%	30.11%	26.38%
2024-11-21	-1.64%	30.51%	27.27%
2024-11-22	-0.08%	30.51%	26.96%
2024-11-25	2.80%	31.04%	28.74%
2024-11-26	4.63%	31.39%	29.51%
2024-11-27	5.16%	31.69%	30.73%
2024-11-29	5.18%	32.26%	30.09%
2024-12-02	3.64%	31.88%	28.42%
2024-12-03	3.83%	32.44%	29.07%
2024-12-04	4.05%	32.69%	31.11%
2024-12-05	4.74%	32.73%	30.68%
2024-12-06	8.13%	33.34%	32.95%
2024-12-09	7.25%	33.15%	30.95%
2024-12-10	8.46%	33.40%	32.01%
2024-12-11	6.87%	32.79%	31.64%
2024-12-12	6.17%	32.49%	29.56%
2024-12-13	7.19%	33.31%	31.33%
2024-12-16	6.15%	32.77%	30.74%
2024-12-17	4.93%	32.76%	30.78%
2024-12-18	6.02%	33.14%	31.92%
2024-12-19	4.51%	32.76%	31.00%
2024-12-20	0.44%	29.81%	26.92%
2024-12-23	0.58%	29.72%	25.93%
2024-12-24	2.02%	30.81%	27.12%
2024-12-26	1.60%	31.54%	27.88%
2024-12-27	2.36%	32.64%	29.02%
2024-12-30	1.97%	32.60%	28.73%
2024-12-31	0.35%	31.49%	27.54%
2025-01-02	-0.59%	30.42%	25.80%
2025-01-03	-1.06%	30.00%	25.03%
2025-01-06	-0.94%	29.77%	25.39%
2025-01-07	0.28%	31.03%	27.71%
2025-01-08	0.46%	31.59%	29.53%
2025-01-10	-1.08%	30.48%	27.74%
2025-01-13	-1.25%	30.63%	27.39%
2025-01-14	-2.88%	29.09%	25.47%
2025-01-15	-3.29%	29.25%	24.83%
2025-01-16	-2.00%	29.36%	25.68%
2025-01-17	-0.63%	31.19%	27.76%
2025-01-21	0.10%	30.98%	27.73%
2025-01-22	0.45%	31.98%	29.77%
2025-01-23	1.95%	32.86%	30.83%
2025-01-24	1.90%	33.47%	32.47%
2025-01-27	2.18%	34.00%	32.36%
2025-01-28	2.44%	33.72%	31.36%
2025-01-29	3.94%	32.26%	28.14%
2025-01-30	7.11%	33.18%	29.78%
2025-01-31	5.53%	32.71%	29.36%
2025-02-03	3.43%	33.24%	30.67%
2025-02-04	4.11%	32.74%	30.85%
2025-02-05	3.74%	31.98%	29.96%
2025-02-06	4.43%	32.70%	31.58%
2025-02-07	5.61%	33.09%	32.58%
2025-02-10	4.63%	33.45%	32.83%
2025-02-11	3.82%	32.51%	31.62%
