Date,STH SaaS Index,S&P 500,Nasdaq NDXT
9/15/2023 16:00:00,-22.10%,2.30%,0.23%
9/18/2023 16:00:00,-23.60%,1.08%,-2.38%
9/19/2023 16:00:00,-23.94%,1.15%,-1.90%
9/20/2023 16:00:00,-24.28%,0.94%,-2.50%
9/21/2023 16:00:00,-25.13%,0.00%,-4.01%
9/22/2023 16:00:00,-28.40%,-1.64%,-6.03%
9/25/2023 16:00:00,-28.00%,-1.87%,-5.25%
9/26/2023 16:00:00,-27.99%,-1.47%,-4.97%
9/27/2023 16:00:00,-29.96%,-2.94%,-6.54%
9/28/2023 16:00:00,-28.74%,-2.92%,-5.78%
9/29/2023 16:00:00,-27.77%,-2.33%,-4.64%
10/2/2023 16:00:00,-26.97%,-2.60%,-4.17%
10/3/2023 16:00:00,-26.69%,-2.59%,-3.44%
10/4/2023 16:00:00,-29.65%,-3.97%,-5.90%
10/5/2023 16:00:00,-28.31%,-3.16%,-4.53%
10/6/2023 16:00:00,-28.74%,-3.29%,-4.96%
10/9/2023 16:00:00,-25.11%,-2.11%,-2.16%
10/10/2023 16:00:00,-24.44%,-1.48%,-1.76%
10/11/2023 16:00:00,-24.20%,-0.96%,-0.65%
10/12/2023 16:00:00,-23.90%,-0.53%,-0.12%
10/13/2023 16:00:00,-25.15%,-1.15%,-0.56%
10/16/2023 16:00:00,-26.72%,-1.65%,-2.37%
10/17/2023 16:00:00,-24.77%,-0.59%,-1.07%
10/18/2023 16:00:00,-23.93%,-0.60%,-1.22%
10/19/2023 16:00:00,-26.08%,-1.94%,-2.68%
10/20/2023 16:00:00,-26.52%,-2.79%,-3.94%
10/23/2023 16:00:00,-29.51%,-4.05%,-5.77%
10/24/2023 16:00:00,-30.02%,-4.22%,-5.98%
10/25/2023 16:00:00,-28.49%,-3.49%,-4.70%
10/26/2023 16:00:00,-32.97%,-4.93%,-8.31%
10/27/2023 16:00:00,-33.56%,-6.11%,-9.24%
10/30/2023 16:00:00,-33.39%,-6.59%,-8.58%
10/31/2023 16:00:00,-32.52%,-5.39%,-8.98%
11/1/2023 16:00:00,-31.10%,-4.74%,-8.16%
11/2/2023 16:00:00,-33.34%,-3.69%,-6.78%
11/3/2023 16:00:00,-31.52%,-1.80%,-5.19%
11/6/2023 16:00:00,-29.85%,-0.86%,-3.42%
11/7/2023 16:00:00,-30.65%,-0.69%,-3.80%
11/8/2023 16:00:00,-27.40%,-0.41%,-1.83%
11/9/2023 16:00:00,-27.19%,-0.31%,-1.61%
11/10/2023 16:00:00,-29.47%,-1.11%,-2.30%
11/13/2023 16:00:00,-27.06%,0.45%,0.91%
11/14/2023 16:00:00,-26.79%,0.36%,0.50%
11/15/2023 16:00:00,-22.56%,2.27%,3.79%
11/16/2023 16:00:00,-22.51%,2.43%,3.94%
11/17/2023 16:00:00,-23.03%,2.55%,3.99%
11/20/2023 16:00:00,-22.15%,2.68%,4.46%
11/21/2023 16:00:00,-20.56%,3.42%,6.07%
11/22/2023 16:00:00,-21.25%,3.22%,5.07%
11/24/2023 13:05:00,-21.13%,3.62%,5.09%
11/27/2023 16:00:00,-20.79%,3.68%,5.31%
11/28/2023 16:00:00,-21.08%,3.49%,5.14%
11/29/2023 16:00:00,-20.25%,3.58%,5.86%
11/30/2023 16:00:00,-17.93%,3.49%,7.40%
12/1/2023 16:00:00,-17.73%,3.87%,7.13%
12/4/2023 16:00:00,-15.26%,4.46%,7.45%
12/5/2023 16:00:00,-15.69%,3.91%,6.20%
12/6/2023 16:00:00,-15.78%,3.86%,5.99%
12/7/2023 16:00:00,-17.09%,3.47%,5.28%
12/8/2023 16:00:00,-17.31%,4.26%,7.12%
12/11/2023 16:00:00,-16.33%,4.67%,7.58%
12/12/2023 16:00:00,-15.06%,5.07%,9.92%
12/13/2023 16:00:00,-14.11%,5.53%,10.90%
12/14/2023 16:00:00,-12.25%,6.89%,12.28%
12/15/2023 16:00:00,-12.03%,7.16%,13.28%
12/18/2023 16:00:00,-11.29%,7.15%,14.12%
12/19/2023 16:00:00,-10.61%,7.60%,14.03%
12/20/2023 16:00:00,-9.78%,8.19%,14.45%
12/21/2023 16:00:00,-11.47%,6.72%,12.66%
12/22/2023 16:00:00,-9.85%,7.75%,14.57%
12/26/2023 16:00:00,-9.74%,7.92%,15.03%
12/27/2023 16:00:00,-9.04%,8.34%,16.02%
12/28/2023 16:00:00,-9.02%,8.48%,16.01%
12/29/2023 16:00:00,-9.01%,8.52%,15.91%
1/2/2024 16:00:00,-9.98%,8.24%,15.26%
1/3/2024 16:00:00,-13.67%,7.67%,12.12%
1/4/2024 16:00:00,-16.08%,6.87%,10.67%
1/5/2024 16:00:00,-16.42%,6.53%,10.09%
1/8/2024 16:00:00,-16.16%,6.71%,10.34%
1/9/2024 16:00:00,-12.92%,8.12%,13.19%
1/10/2024 16:00:00,-12.01%,7.97%,13.72%
1/11/2024 16:00:00,-10.91%,8.54%,14.32%
1/12/2024 16:00:00,-10.19%,8.47%,14.86%
1/16/2024 16:00:00,-10.18%,8.55%,14.80%
1/17/2024 16:00:00,-10.23%,8.17%,15.10%
1/18/2024 16:00:00,-10.94%,7.61%,14.29%
1/19/2024 16:00:00,-10.17%,8.49%,16.12%
1/22/2024 16:00:00,-8.67%,9.72%,18.85%
1/23/2024 16:00:00,-7.24%,9.94%,19.58%
1/24/2024 16:00:00,-6.81%,10.23%,19.98%
1/25/2024 16:00:00,-7.23%,10.32%,20.66%
1/26/2024 16:00:00,-7.27%,10.84%,20.56%
1/29/2024 16:00:00,-6.98%,10.78%,19.12%
1/30/2024 16:00:00,-3.92%,11.53%,20.43%
1/31/2024 16:00:00,-4.44%,11.47%,19.41%
2/1/2024 16:00:00,-7.08%,9.86%,17.63%
2/2/2024 16:00:00,-6.07%,11.11%,18.56%
2/5/2024 16:00:00,-5.14%,12.18%,19.91%
2/6/2024 16:00:00,-6.39%,11.86%,19.87%
2/7/2024 16:00:00,-6.19%,12.09%,19.35%
2/8/2024 16:00:00,-4.57%,12.92%,21.15%
2/9/2024 16:00:00,-3.03%,12.97%,22.24%
2/12/2024 16:00:00,-1.10%,13.55%,23.99%
2/13/2024 16:00:00,-2.88%,13.45%,23.38%
2/14/2024 16:00:00,-5.40%,12.09%,21.29%
2/15/2024 16:00:00,-2.64%,13.04%,23.19%
2/16/2024 16:00:00,-2.94%,13.63%,23.14%
2/20/2024 16:00:00,-4.82%,13.14%,22.00%
2/21/2024 16:00:00,-6.65%,12.54%,21.00%
2/22/2024 16:00:00,-9.19%,12.67%,19.19%
2/23/2024 16:00:00,-6.88%,14.78%,22.88%
2/26/2024 16:00:00,-6.11%,14.82%,22.49%
2/27/2024 16:00:00,-5.27%,14.44%,23.11%
2/28/2024 16:00:00,-5.21%,14.61%,23.28%
2/29/2024 16:00:00,-5.71%,14.44%,22.41%
3/1/2024 16:00:00,-4.91%,14.97%,23.92%
3/4/2024 16:00:00,-4.93%,15.77%,25.79%
3/5/2024 16:00:00,-5.53%,15.65%,25.79%
3/6/2024 16:00:00,-9.95%,14.63%,23.21%
3/7/2024 16:00:00,-8.67%,15.14%,24.59%
3/8/2024 16:00:00,-7.48%,16.17%,26.60%
3/11/2024 16:00:00,-8.42%,15.52%,24.07%
3/12/2024 16:00:00,-8.33%,15.41%,23.53%
3/13/2024 16:00:00,-6.95%,16.53%,25.18%
3/14/2024 16:00:00,-7.29%,16.34%,23.86%
3/15/2024 16:00:00,-8.19%,16.05%,22.96%
3/18/2024 16:00:00,-11.49%,15.40%,21.49%
3/19/2024 16:00:00,-10.21%,16.03%,22.23%
3/20/2024 16:00:00,-9.82%,16.60%,22.26%
3/21/2024 16:00:00,-8.47%,17.49%,23.71%
3/22/2024 16:00:00,-8.28%,17.81%,24.67%
3/25/2024 16:00:00,-8.87%,17.67%,24.40%
3/26/2024 16:00:00,-9.16%,17.37%,23.86%
3/27/2024 16:00:00,-8.66%,17.09%,23.72%
3/28/2024 16:00:00,-8.82%,17.95%,24.24%
4/1/2024 16:00:00,-8.77%,18.06%,24.17%
4/2/2024 16:00:00,-9.34%,17.86%,24.59%
4/3/2024 16:00:00,-10.92%,17.14%,23.49%
4/4/2024 16:00:00,-11.03%,17.24%,23.72%
4/5/2024 16:00:00,-11.57%,16.01%,21.79%
4/8/2024 16:00:00,-10.07%,17.12%,23.11%
4/9/2024 16:00:00,-9.55%,17.08%,23.13%
4/10/2024 16:00:00,-9.06%,17.23%,24.02%
4/11/2024 16:00:00,-11.01%,16.28%,22.51%
4/12/2024 16:00:00,-10.12%,17.03%,24.23%
4/15/2024 16:00:00,-12.06%,15.57%,21.76%
4/16/2024 16:00:00,-15.13%,14.37%,19.94%
4/17/2024 16:00:00,-15.02%,14.16%,20.28%
4/18/2024 16:00:00,-15.64%,13.59%,18.34%
4/19/2024 16:00:00,-15.88%,13.37%,17.32%
4/22/2024 16:00:00,-17.39%,12.49%,15.09%
4/23/2024 16:00:00,-16.06%,13.36%,16.48%
4/24/2024 16:00:00,-13.46%,14.56%,18.52%
4/25/2024 16:00:00,-13.27%,14.58%,19.20%
4/26/2024 16:00:00,-14.55%,14.12%,19.18%
4/29/2024 16:00:00,-13.36%,15.14%,20.82%
4/30/2024 16:00:00,-13.52%,15.46%,20.66%
5/1/2024 16:00:00,-16.25%,13.89%,18.73%
5/2/2024 16:00:00,-16.05%,13.54%,17.17%
5/3/2024 16:00:00,-15.74%,14.46%,18.70%
5/6/2024 16:00:00,-14.74%,15.71%,20.14%
5/7/2024 16:00:00,-13.32%,16.75%,21.45%
5/8/2024 16:00:00,-13.76%,16.88%,21.08%
5/9/2024 16:00:00,-15.39%,16.88%,20.94%
5/10/2024 16:00:00,-15.54%,17.39%,20.71%
5/13/2024 16:00:00,-15.29%,17.55%,21.23%
5/14/2024 16:00:00,-14.74%,17.53%,21.73%
5/15/2024 16:00:00,-14.48%,18.01%,22.44%
5/16/2024 16:00:00,-11.38%,19.18%,24.80%
5/17/2024 16:00:00,-11.64%,18.98%,24.63%
5/20/2024 16:00:00,-11.27%,19.09%,24.47%
5/21/2024 16:00:00,-10.26%,19.18%,25.76%
5/22/2024 16:00:00,-10.89%,19.44%,25.32%
5/23/2024 16:00:00,-11.34%,19.16%,25.90%
5/24/2024 16:00:00,-12.87%,18.43%,25.21%
5/28/2024 16:00:00,-14.95%,19.13%,25.72%
5/29/2024 16:00:00,-15.50%,19.15%,25.51%
5/30/2024 16:00:00,-15.65%,18.41%,24.27%
5/31/2024 16:00:00,-21.58%,17.82%,22.43%
6/3/2024 16:00:00,-22.19%,18.62%,21.61%
6/4/2024 16:00:00,-23.08%,18.73%,21.60%
6/5/2024 16:00:00,-22.78%,18.88%,21.16%
6/6/2024 16:00:00,-21.00%,20.07%,24.10%
6/7/2024 16:00:00,-20.40%,20.05%,23.81%
6/10/2024 16:00:00,-20.62%,19.94%,23.76%
6/11/2024 16:00:00,-20.22%,20.19%,24.90%
6/12/2024 16:00:00,-19.86%,20.46%,25.45%
6/13/2024 16:00:00,-18.87%,21.31%,27.47%
6/14/2024 16:00:00,-20.95%,21.55%,27.12%
6/17/2024 16:00:00,-19.18%,21.51%,27.37%
6/18/2024 16:00:00,-19.70%,22.28%,28.65%
6/20/2024 16:00:00,-20.38%,22.53%,28.95%
6/21/2024 16:00:00,-20.02%,22.28%,27.57%
6/24/2024 16:00:00,-18.27%,22.12%,27.66%
6/25/2024 16:00:00,-18.85%,21.81%,26.16%
6/26/2024 16:00:00,-18.20%,22.21%,27.18%
6/27/2024 16:00:00,-17.84%,22.36%,27.25%
6/28/2024 16:00:00,-15.26%,22.45%,27.74%
7/1/2024 16:00:00,-14.41%,22.05%,28.12%
7/2/2024 16:00:00,-13.87%,22.31%,28.51%
7/3/2024 13:05:00,-13.76%,22.93%,29.54%
7/5/2024 16:00:00,-13.40%,23.44%,30.27%
7/8/2024 16:00:00,-12.39%,23.99%,31.44%
7/9/2024 16:00:00,-13.59%,24.09%,31.67%
7/10/2024 16:00:00,-15.78%,24.16%,31.00%
7/11/2024 16:00:00,-17.38%,25.18%,32.09%
7/12/2024 16:00:00,-16.71%,24.31%,30.10%
7/15/2024 16:00:00,-15.61%,24.86%,31.41%
7/16/2024 16:00:00,-14.71%,25.14%,31.62%
7/17/2024 16:00:00,-13.57%,25.78%,32.10%
7/18/2024 16:00:00,-15.16%,24.39%,27.96%
7/19/2024 16:00:00,-17.00%,23.61%,27.06%
7/22/2024 16:00:00,-17.34%,22.89%,25.58%
7/23/2024 16:00:00,-16.96%,23.97%,27.55%
7/24/2024 16:00:00,-16.33%,23.81%,26.71%
7/25/2024 16:00:00,-19.86%,21.50%,22.49%
7/26/2024 16:00:00,-16.72%,20.99%,21.72%
7/29/2024 16:00:00,-16.36%,22.09%,22.97%
7/30/2024 16:00:00,-17.04%,22.18%,22.89%
7/31/2024 16:00:00,-18.04%,21.68%,20.81%
8/1/2024 16:00:00,-16.97%,23.26%,24.30%
8/2/2024 16:00:00,-19.42%,21.89%,20.19%
8/5/2024 16:00:00,-22.31%,20.05%,15.74%
8/6/2024 16:00:00,-24.80%,17.05%,13.70%
8/7/2024 16:00:00,-23.82%,18.09%,14.86%
8/8/2024 16:00:00,-23.92%,17.32%,14.21%
8/9/2024 16:00:00,-21.12%,19.62%,18.56%
8/12/2024 16:00:00,-20.57%,20.09%,18.76%
8/13/2024 16:00:00,-20.97%,20.09%,18.69%
8/14/2024 16:00:00,-18.66%,21.78%,21.52%
8/15/2024 16:00:00,-18.46%,22.16%,21.65%
8/16/2024 16:00:00,-16.38%,23.77%,24.91%
8/19/2024 16:00:00,-16.05%,23.97%,24.99%
8/20/2024 16:00:00,-14.69%,24.94%,26.31%
8/21/2024 16:00:00,-15.15%,24.75%,25.72%
8/22/2024 16:00:00,-14.23%,25.17%,26.83%
8/23/2024 16:00:00,-15.93%,24.28%,24.53%
8/26/2024 16:00:00,-15.00%,25.42%,25.92%
8/27/2024 16:00:00,-14.91%,25.11%,24.01%
8/28/2024 16:00:00,-14.74%,25.27%,24.43%
8/29/2024 16:00:00,-16.32%,24.67%,22.87%
8/30/2024 16:00:00,-14.78%,24.67%,23.83%
9/3/2024 16:00:00,-13.99%,25.68%,25.94%
9/4/2024 16:00:00,-16.17%,23.56%,21.50%
9/5/2024 16:00:00,-16.75%,23.40%,20.66%
9/6/2024 16:00:00,-16.95%,23.10%,20.23%
9/9/2024 16:00:00,-18.65%,21.37%,17.64%
9/10/2024 16:00:00,-17.39%,22.53%,18.95%
9/11/2024 16:00:00,-17.33%,22.98%,19.52%
9/12/2024 16:00:00,-15.96%,24.05%,22.16%
9/13/2024 16:00:00,-15.54%,24.79%,22.03%
9/16/2024 16:00:00,-15.75%,25.34%,22.77%
9/17/2024 16:00:00,-15.48%,25.46%,22.50%
9/18/2024 16:00:00,-15.85%,25.49%,22.33%
9/19/2024 16:00:00,-16.03%,25.20%,21.60%
9/20/2024 16:00:00,-13.29%,26.90%,24.57%
9/23/2024 16:00:00,-13.05%,26.70%,23.91%
9/24/2024 16:00:00,-13.17%,26.98%,24.24%
9/25/2024 16:00:00,-13.12%,27.23%,24.89%
9/26/2024 16:00:00,-14.14%,27.05%,24.90%
9/27/2024 16:00:00,-13.90%,27.45%,26.91%
9/30/2024 16:00:00,-14.07%,27.33%,26.43%
10/1/2024 16:00:00,-13.87%,27.75%,25.99%
10/2/2024 16:00:00,-16.13%,26.82%,23.97%
10/3/2024 16:00:00,-15.70%,26.83%,25.02%
10/4/2024 16:00:00,-15.66%,26.66%,24.98%
10/7/2024 16:00:00,-13.42%,27.56%,26.44%
10/8/2024 16:00:00,-15.30%,26.60%,25.73%
10/9/2024 16:00:00,-14.14%,27.57%,26.71%
10/10/2024 16:00:00,-12.36%,28.28%,28.14%
10/11/2024 16:00:00,-10.74%,28.07%,28.59%
10/14/2024 16:00:00,-10.42%,29.46%,29.44%
10/15/2024 16:00:00,-10.05%,28.69%,30.56%
10/16/2024 16:00:00,-11.03%,29.16%,27.38%
10/17/2024 16:00:00,-11.61%,29.15%,26.92%
10/18/2024 16:00:00,-12.22%,29.54%,26.89%
10/21/2024 16:00:00,-11.77%,29.36%,27.16%
10/22/2024 16:00:00,-11.92%,29.31%,26.94%
10/23/2024 16:00:00,-12.59%,28.39%,26.64%
